time,snr
0.0,9.398093531897501
0.1,8.432627638643567
0.2,10.841479133151879
0.30000000000000004,13.355567755362244
0.4,11.607117373363842
0.5,11.247217187662123
0.6,10.359089726452282
0.7,10.683944848363353
0.7999999999999999,10.55896545986618
0.8999999999999999,9.600646213811231
0.9999999999999999,9.476574592604926
1.0999999999999999,9.722539564923807
1.2,9.954312573493944
1.3,9.57705550353593
1.4000000000000001,10.360745458785324
1.5000000000000002,11.922921122712324
1.6000000000000003,10.446251639198678
1.7000000000000004,9.577252540734257
1.8000000000000005,9.220196091859854
1.9000000000000006,8.725181651938257
2.0000000000000004,10.581981872856701
2.1000000000000005,11.218520395071707
2.2000000000000006,10.340921459095838
2.3000000000000007,9.591188231518089
2.400000000000001,8.186222054045885
2.500000000000001,10.098538923335184
2.600000000000001,11.056346015201619
2.700000000000001,10.79320465526149
2.800000000000001,8.91218031185496
2.9000000000000012,8.457646964734074
3.0000000000000013,8.36532648060517
3.1000000000000014,8.09631521710861
3.2000000000000015,8.693739548732331
3.3000000000000016,9.41589109491757
3.4000000000000017,9.007822208337622
3.5000000000000018,8.650007170019869
3.600000000000002,8.87827609956829
3.700000000000002,8.721544979253366
3.800000000000002,9.315459003090638
3.900000000000002,9.831338234371081
4.000000000000002,10.14250456802592
4.100000000000001,10.909345675784316
4.200000000000001,9.59137238228707
4.300000000000001,9.148156098729189
4.4,8.418591797420099
4.5,8.298851305733741
4.6,10.442967756443522
4.699999999999999,11.576111900149378
4.799999999999999,10.257167772178057
4.899999999999999,9.297032490179873
4.999999999999998,9.777347806200652
5.099999999999998,9.18459485784959
5.1999999999999975,8.996940896966784
5.299999999999997,8.348073423516809
5.399999999999997,8.864737583092527
5.4999999999999964,9.716226586594964
5.599999999999996,9.121663544019064
5.699999999999996,9.373462329878663
5.799999999999995,9.15674754717412
5.899999999999995,9.265134091558288
5.999999999999995,9.531902181560241
6.099999999999994,9.002364283709554
6.199999999999994,9.230347156317592
6.299999999999994,10.24632218289696
6.399999999999993,10.771999057214856
6.499999999999993,9.788581798707504
6.5999999999999925,9.571265786005284
6.699999999999992,9.263622965388144
6.799999999999992,9.096344155994082
6.8999999999999915,8.818402933849605
6.999999999999991,9.352303767950616
7.099999999999991,10.150949914974689
7.19999999999999,10.511767067837297
7.29999999999999,10.17198302818749
7.39999999999999,9.949078280118698
7.499999999999989,10.072157684678317
7.599999999999989,10.984695778212611
7.699999999999989,9.852175542402726
7.799999999999988,11.120478510239863
7.899999999999988,10.845310859917653
7.999999999999988,8.909233070966252
8.099999999999987,9.258788305322788
8.199999999999987,9.39379327880738
8.299999999999986,9.242135093656891
8.399999999999986,8.925820624428553
8.499999999999986,9.97280512205404
8.599999999999985,8.744410759679347
8.699999999999985,8.791168319692453
8.799999999999985,7.711790999399902
8.899999999999984,8.659025397015647
8.999999999999984,8.75194919721853
9.099999999999984,8.480536540257646
9.199999999999983,8.95615710792189
9.299999999999983,9.767134006797477
9.399999999999983,9.018562752833724
9.499999999999982,9.24432899847379
9.599999999999982,8.73141549377705
9.699999999999982,8.829098210217467
9.799999999999981,9.31526094447829
9.89999999999998,9.338773905714731
9.99999999999998,9.175624941857855
10.09999999999998,9.723528979129533
10.19999999999998,8.845589697156377
10.29999999999998,7.804519682614682
10.399999999999979,9.402453120277691
10.499999999999979,9.171856556014582
10.599999999999978,9.328892535997866
10.699999999999978,9.747214585138238
10.799999999999978,9.521042248745559
10.899999999999977,9.122511618103154
10.999999999999977,8.888323287418189
11.099999999999977,8.242058524369
11.199999999999976,9.132497078827129
11.299999999999976,9.137062030679601
11.399999999999975,8.585842131536602
11.499999999999975,9.288733671110712
11.599999999999975,10.337610440397341
11.699999999999974,9.166237945320091
11.799999999999974,9.596896678121922
11.899999999999974,11.593365913701149
11.999999999999973,11.340442497765707
12.099999999999973,9.35155523806744
12.199999999999973,10.052796430222998
12.299999999999972,12.246422342329346
12.399999999999972,12.306262352276754
12.499999999999972,10.362885589407853
12.599999999999971,8.464280652152688
12.69999999999997,8.86455916605864
12.79999999999997,10.162473989963821
12.89999999999997,10.690799841418666
12.99999999999997,9.431087449229338
13.09999999999997,8.947724175283966
13.199999999999969,9.338554757630732
13.299999999999969,8.419849314956572
13.399999999999968,9.526744400510992
13.499999999999968,8.468298104057155
13.599999999999968,9.817955881074703
13.699999999999967,10.440061151997455
13.799999999999967,10.106111588497456
13.899999999999967,9.89109837717561
13.999999999999966,9.271429785623873
14.099999999999966,8.92133074372039
14.199999999999966,9.195273702546288
14.299999999999965,9.37589650926634
14.399999999999965,9.62707964096672
14.499999999999964,8.1349480500581
14.599999999999964,9.41093978436973
14.699999999999964,10.48031338579846
14.799999999999963,9.273748042855885
14.899999999999963,8.311617988281888
14.999999999999963,9.612835427768985
15.099999999999962,11.720662992801635
15.199999999999962,11.338763121293695
15.299999999999962,10.336364862824247
15.399999999999961,9.042266430894223
15.499999999999961,8.075752897898987
15.59999999999996,9.290859702569193
15.69999999999996,9.551386408160198
15.79999999999996,10.148071598509702
15.89999999999996,10.225224669750794
15.99999999999996,9.443979124920858
16.09999999999996,8.96452020647483
16.19999999999996,9.509917494183775
16.29999999999996,9.346655098281957
16.399999999999963,12.051347097653213
16.499999999999964,12.332187137083054
16.599999999999966,10.382731838939677
16.699999999999967,8.631635495824327
16.79999999999997,8.94438834298196
16.89999999999997,9.554146560147714
16.99999999999997,8.397312776695465
17.099999999999973,8.197108414456672
17.199999999999974,8.222832999796196
17.299999999999976,9.16414715773724
17.399999999999977,8.13757737037713
17.49999999999998,8.217824732847888
17.59999999999998,8.228719630315645
17.69999999999998,8.446642275783887
17.799999999999983,9.059473628057034
17.899999999999984,9.43344779844319
17.999999999999986,10.78803968682778
18.099999999999987,10.743441176896802
18.19999999999999,9.654144933921245
18.29999999999999,10.16135928211262
18.39999999999999,10.915903088960832
18.499999999999993,9.22623912868547
18.599999999999994,10.10322478034999
